review_id,review_text,pattern,category,rating
584,item good price price item good,Basic,Beauty,3
585,delivery product delivery item bad price item,Basic,Beauty,4
586,bad delivery okay okay bad,Basic,Electronics,5
587,product item delivery product product bad product,Basic,Food,5
588,delivery okay delivery bad okay product product bad,Basic,Food,5
589,item okay bad price good price bad good,Basic,Food,5
590,delivery bad bad item okay okay delivery,Basic,Electronics,1
591,item delivery okay delivery price good,Basic,Clothing,3
592,okay item bad price bad okay good price delivery okay,Basic,Home,2
593,bad price bad delivery good product bad,Basic,Food,5
594,product okay okay product good price item,Basic,Beauty,5
595,item okay okay good product price,Basic,Home,4
596,product okay bad bad good,Basic,Beauty,2
597,bad price product product product bad delivery bad item product,Basic,Food,1
598,price price product good product product,Basic,Books,5
599,good item okay item product okay price delivery good okay,Basic,Books,2
600,good price item item okay product bad bad okay,Basic,Books,2
601,item price product price bad item item delivery item,Basic,Clothing,4
602,good product okay bad good delivery delivery,Basic,Beauty,3
603,okay good price delivery bad,Basic,Electronics,3
604,item item product okay product good item good delivery,Basic,Books,2
605,bad good good bad good,Basic,Books,5
606,delivery product item product bad okay product good price,Basic,Home,4
607,product price delivery item product,Basic,Clothing,4
608,item price okay okay product delivery,Basic,Food,4
609,item delivery delivery good bad item,Basic,Beauty,3
610,delivery item bad item,Basic,Food,4
611,item price item item delivery,Basic,Beauty,2
612,product okay item product price bad bad okay okay bad,Basic,Food,1
613,item okay okay price okay okay delivery item,Basic,Food,4
614,okay bad item okay item delivery okay item price,Basic,Food,1
615,delivery price product item,Basic,Books,1
616,good price bad okay delivery price,Basic,Electronics,2
617,bad item item price bad good okay good okay product,Basic,Electronics,2
618,bad okay item item bad,Basic,Beauty,1
619,delivery delivery bad delivery,Basic,Electronics,3
620,product delivery good product good delivery okay delivery price,Basic,Beauty,4
621,okay delivery okay price price bad,Basic,Electronics,4
622,delivery price product product good item okay item okay,Basic,Books,5
623,bad good delivery okay item product item bad okay,Basic,Books,2
624,bad okay item delivery item bad okay,Basic,Home,4
625,delivery good good item item product bad,Basic,Beauty,5
626,price item bad bad item product product good,Basic,Books,1
627,okay okay okay product good okay price,Basic,Home,1
628,delivery delivery product item price bad product bad,Basic,Beauty,2
629,delivery good good price price price delivery good product,Basic,Books,1
630,okay item okay delivery,Basic,Books,4
631,bad item bad item delivery,Basic,Books,5
632,product product okay price item,Basic,Books,3
633,bad bad delivery product good product,Basic,Clothing,5
634,good product product price,Basic,Books,5
635,price good price product bad okay,Basic,Electronics,5
636,good okay price item bad item item price good,Basic,Home,2
637,price okay item delivery good,Basic,Books,5
638,okay product bad price item delivery product price price,Basic,Clothing,2
639,price price price bad okay okay good delivery item product,Basic,Electronics,3
640,product bad bad bad price price okay item bad good,Basic,Clothing,5
641,product bad good product price price item price,Basic,Food,1
642,bad price price okay item price good okay price delivery,Basic,Home,4
643,okay price price okay delivery delivery product delivery bad bad,Basic,Home,2
644,bad delivery product bad item,Basic,Food,1
645,product bad good good delivery,Basic,Food,2
646,item product product okay delivery,Basic,Beauty,1
647,item bad bad okay price price price,Basic,Food,3
648,delivery price delivery good price,Basic,Home,3
649,price item okay item bad okay good,Basic,Food,2
650,delivery delivery okay price product item product product good,Basic,Electronics,5
651,item delivery good price,Basic,Home,2
652,item price good okay delivery price bad item,Basic,Food,5
653,delivery okay bad okay price product,Basic,Electronics,4
654,item product good item bad,Basic,Beauty,4
655,price product good okay item bad product product,Basic,Electronics,3
656,price good okay product product,Basic,Electronics,5
657,delivery good good item okay,Basic,Home,3
658,product delivery price product bad item good bad,Basic,Food,3
659,item product bad price bad product,Basic,Electronics,1
660,okay delivery price okay bad price price,Basic,Food,2
661,product bad item delivery,Basic,Home,3
662,delivery product item bad product item item product,Basic,Electronics,1
663,bad item product item,Basic,Home,4
664,bad bad good okay bad good product product okay good,Basic,Clothing,1
665,okay bad product product,Basic,Beauty,5
666,product product item price delivery okay good delivery okay,Basic,Clothing,4
667,delivery delivery delivery good item good price,Basic,Electronics,4
668,item item product product good delivery,Basic,Electronics,2
669,item good delivery product delivery product okay delivery bad,Basic,Books,3
670,price okay good item item product item bad,Basic,Clothing,4
671,bad okay bad good item delivery delivery bad,Basic,Home,3
672,price okay okay item product good bad bad,Basic,Food,3
673,good okay item delivery good okay okay item price delivery,Basic,Home,2
674,okay okay product price delivery,Basic,Beauty,3
675,good bad item price price item delivery price good,Basic,Electronics,4
676,okay delivery okay item bad product delivery price,Basic,Books,4
677,good bad delivery okay okay item,Basic,Clothing,2
678,item okay product price delivery,Basic,Food,4
679,price product bad good price okay delivery okay item,Basic,Electronics,3
680,good delivery delivery price item,Basic,Books,2
681,delivery price bad okay,Basic,Electronics,2
682,delivery item delivery bad price delivery price,Basic,Food,1
683,price bad good okay price good okay good delivery,Basic,Clothing,4
684,good item good item product okay product okay price okay,Basic,Home,3
685,okay item delivery product bad,Basic,Electronics,2
686,bad good product item bad,Basic,Books,2
687,item bad price delivery product bad,Basic,Home,3
688,product okay item good item product,Basic,Electronics,4
689,okay good okay product,Basic,Home,5
690,product product item okay okay bad delivery delivery,Basic,Home,2
691,price delivery item good,Basic,Food,4
692,delivery product good okay product delivery item price bad price,Basic,Beauty,4
693,price okay product product delivery price,Basic,Clothing,1
694,item good good item delivery bad okay,Basic,Electronics,1
695,good good delivery delivery okay product delivery item,Basic,Clothing,2
696,product bad bad bad item good bad,Basic,Food,5
697,product delivery item delivery item bad product good price,Basic,Electronics,2
698,delivery good product okay good item okay okay,Basic,Electronics,3
699,good delivery delivery okay item product good delivery,Basic,Home,5
700,price product good bad bad item okay product,Basic,Books,1
701,bad price okay delivery product,Basic,Home,4
702,delivery price price product product item delivery,Basic,Food,3
703,okay okay item good product delivery okay price price bad,Basic,Home,1
704,product product product okay item bad bad good item,Basic,Home,2
705,price delivery bad price product good good good delivery item,Basic,Beauty,2
706,price good good delivery price price product,Basic,Books,5
707,product item okay delivery okay bad okay,Basic,Clothing,2
708,product delivery bad item,Basic,Food,1
709,price product good good item okay product,Basic,Food,2
710,good delivery item price delivery bad item item product,Basic,Books,4
711,item delivery price good product,Basic,Clothing,4
712,product product price item good item price product okay okay,Basic,Books,1
713,okay bad product product okay delivery bad product product product,Basic,Books,5
714,price delivery product okay good item delivery bad good,Basic,Beauty,2
715,bad bad delivery product price delivery,Basic,Clothing,5
716,item delivery bad product item delivery price okay good,Basic,Books,2
717,product delivery delivery delivery okay,Basic,Clothing,1
718,bad item product bad delivery okay product,Basic,Clothing,4
719,delivery good item item item price price bad product okay,Basic,Electronics,3
720,bad price good price item product,Basic,Clothing,2
721,product good price product price item price price,Basic,Home,1
722,bad delivery bad product item product,Basic,Beauty,2
723,delivery product bad okay product,Basic,Electronics,1
724,okay good good good okay,Basic,Home,4
725,good item bad bad bad good good price,Basic,Beauty,3
726,price bad product good price good product okay delivery,Basic,Books,2
727,item price price product bad item price product price,Basic,Clothing,3
728,delivery product product delivery bad delivery,Basic,Home,4
729,delivery okay okay good price bad,Basic,Electronics,5
730,good price bad okay product good item,Basic,Home,1
731,bad product price delivery good good item,Basic,Food,1
732,delivery good item product good good,Basic,Food,3
733,bad product price product item price item,Basic,Food,3
734,okay delivery delivery good bad okay product,Basic,Books,4
735,item item price okay product okay product price good item,Basic,Clothing,3
736,good item delivery product bad good,Basic,Electronics,2
737,product okay okay good product item price,Basic,Electronics,1
738,delivery good bad delivery product item good,Basic,Electronics,3
739,product item price delivery price good okay okay,Basic,Clothing,3
740,good good delivery product item product price bad product,Basic,Home,3
741,good good product item,Basic,Beauty,1
742,good product good bad good okay delivery item,Basic,Home,2
743,delivery good delivery good product,Basic,Food,4
744,bad delivery okay delivery price product okay price,Basic,Food,3
745,item okay price bad good bad good bad,Basic,Food,1
746,okay product item item price good good delivery product delivery,Basic,Electronics,1
747,price good good price,Basic,Books,5
748,product price okay delivery delivery product bad product item,Basic,Clothing,3
749,bad bad product product delivery product good,Basic,Food,3
750,delivery okay good bad good item good okay delivery item,Basic,Books,5
751,item product bad good good,Basic,Beauty,5
752,product price item bad product,Basic,Food,2
753,good okay bad bad,Basic,Books,3
754,delivery delivery good delivery price bad delivery item,Basic,Clothing,5
755,good bad item product,Basic,Home,1
756,bad product okay delivery okay good delivery,Basic,Electronics,2
757,bad price good product good item bad product bad okay,Basic,Books,5
758,delivery product price bad good product good,Basic,Electronics,1
759,good item okay delivery bad,Basic,Beauty,2
760,product delivery product product bad price,Basic,Clothing,4
761,bad okay item price bad item item good okay price,Basic,Electronics,1
762,okay product price product bad,Basic,Beauty,5
763,price okay good price delivery item okay okay,Basic,Food,3
764,delivery delivery item bad item good delivery price good okay,Basic,Books,4
765,price good product bad item item product price item,Basic,Clothing,5
766,price okay delivery okay item,Basic,Books,2
767,good product okay product item okay delivery product product,Basic,Electronics,2
768,delivery delivery good price delivery good price product,Basic,Clothing,4
769,good okay product okay,Basic,Beauty,3
770,product product item delivery good,Basic,Beauty,3
771,bad good item price product price,Basic,Food,4
772,delivery delivery okay price item,Basic,Books,1
773,bad good okay item item good product,Basic,Home,1
774,delivery price item okay product product price price bad,Basic,Home,4
775,good okay bad price good bad good,Basic,Beauty,5
776,item price item product okay,Basic,Electronics,2
777,item good okay item product okay good price bad,Basic,Beauty,3
778,product okay okay product okay product product delivery,Basic,Books,2
779,item item price okay delivery bad okay,Basic,Food,1
780,delivery good okay item bad price,Basic,Beauty,1
781,item bad bad product price delivery bad good price,Basic,Books,2
782,good bad bad item good okay okay okay,Basic,Books,4
783,price item good good price delivery price price,Basic,Home,5
784,good delivery price okay product,Basic,Beauty,1
785,price price delivery price product delivery delivery,Basic,Clothing,4
786,okay good item good product good good,Basic,Beauty,4
787,delivery item good good product product bad price,Basic,Beauty,4
788,bad good delivery product price price,Basic,Home,5
789,bad okay product price price okay bad,Basic,Food,2
790,okay okay good okay okay item item bad price delivery,Basic,Clothing,1
791,delivery okay delivery price okay price good,Basic,Clothing,5
792,product bad okay price item okay price product,Basic,Clothing,5
793,good okay price okay item product delivery,Basic,Books,1
794,bad delivery okay item delivery,Basic,Beauty,4
795,delivery okay item item good good,Basic,Beauty,5
796,okay product product good product okay,Basic,Food,3
797,item product bad good bad,Basic,Clothing,3
798,product okay item item,Basic,Books,3
799,product item product good item product,Basic,Beauty,1
800,bad product bad item product okay good okay product price,Basic,Clothing,2
801,okay item price item,Basic,Electronics,5
802,product delivery product bad okay okay delivery delivery bad product,Basic,Clothing,3
803,good product delivery good item okay,Basic,Electronics,2
804,okay price bad bad item delivery delivery,Basic,Food,2
805,product delivery item item item delivery good item,Basic,Food,1
806,good good good okay,Basic,Books,2
807,okay delivery price product delivery okay product good delivery,Basic,Clothing,5
808,good product product okay bad,Basic,Electronics,1
809,okay delivery good good,Basic,Books,3
810,delivery good good delivery item good good,Basic,Books,5
811,good okay good good good product,Basic,Food,3
812,price bad okay good delivery price price okay,Basic,Electronics,5
813,delivery delivery product item good,Basic,Food,2
814,product good bad bad bad price item price good bad,Basic,Home,5
815,delivery item product bad product good delivery price,Basic,Food,3
816,bad bad good price good good good,Basic,Electronics,1
817,okay okay delivery good item okay item delivery product delivery,Basic,Food,2
818,item okay delivery bad good,Basic,Books,3
819,delivery price okay good product product okay item product good,Basic,Clothing,3
820,okay product good price price good price,Basic,Electronics,5
821,bad delivery okay bad okay item,Basic,Books,5
822,product product bad delivery product okay item product okay item,Basic,Electronics,4
823,bad item good item bad price,Basic,Books,3
824,good good good product,Basic,Books,5
825,okay product bad product good,Basic,Beauty,2
826,product item item item,Basic,Home,2
827,product item bad okay price item,Basic,Food,3
828,good item price okay okay okay item good item price,Basic,Clothing,5
829,price bad item okay okay delivery,Basic,Books,4
830,product product product product item delivery item okay,Basic,Clothing,4
831,product okay product delivery bad good product,Basic,Clothing,4
832,delivery okay delivery good price,Basic,Food,2
833,okay okay price okay good bad,Basic,Home,1
834,product product price good okay,Basic,Home,2
835,bad item good product okay item,Basic,Home,2
836,bad product product price okay okay product,Basic,Clothing,2
837,item product bad item delivery product bad okay price bad,Basic,Beauty,4
838,delivery delivery delivery item okay good price okay bad,Basic,Books,2
839,price delivery product product bad item item okay okay,Basic,Books,3
840,product okay delivery item,Basic,Electronics,3
841,okay okay bad item product item price product,Basic,Clothing,2
842,price product bad price delivery item price item,Basic,Home,5
843,delivery price price delivery good bad item bad,Basic,Clothing,1
844,product okay item okay delivery good bad okay delivery,Basic,Clothing,1
845,bad product bad bad bad good delivery okay item,Basic,Home,2
846,okay price bad bad good delivery bad,Basic,Home,4
847,bad delivery price item good price good product,Basic,Electronics,5
848,good price price product price okay delivery delivery bad item,Basic,Clothing,1
849,price item delivery price price bad price bad,Basic,Beauty,1
850,delivery okay delivery delivery,Basic,Home,4
851,delivery bad okay bad bad price item bad product item,Basic,Electronics,1
852,product good item item bad bad,Basic,Electronics,1
853,price okay delivery delivery good price product delivery product price,Basic,Clothing,2
854,price product bad okay product product price product item,Basic,Electronics,3
855,price okay price okay price,Basic,Clothing,5
856,okay price delivery okay price bad,Basic,Electronics,1
857,product price delivery okay good price delivery,Basic,Electronics,5
858,item okay delivery delivery price delivery delivery,Basic,Books,3
859,bad good okay delivery item okay product delivery product,Basic,Books,1
860,product delivery good okay product,Basic,Clothing,2
861,product good bad product delivery product,Basic,Home,5
862,delivery product delivery okay item,Basic,Home,2
863,good bad product okay bad good okay okay okay,Basic,Food,3
864,price bad price price product product price price bad product,Basic,Home,2
865,good product product bad price,Basic,Clothing,1
866,price good delivery item price,Basic,Beauty,3
867,delivery item bad bad price delivery bad,Basic,Books,5
868,item good delivery product price bad product okay okay,Basic,Electronics,1
869,good price bad item bad,Basic,Electronics,1
870,product item good good okay product product product,Basic,Beauty,3
871,okay product good item good price item okay product,Basic,Electronics,5
872,price product delivery good bad product okay okay okay,Basic,Home,2
873,good bad bad item okay item good product,Basic,Electronics,2
874,good good good good price delivery delivery,Basic,Electronics,2
875,bad price product delivery bad okay price,Basic,Home,4
876,delivery item price item price product,Basic,Clothing,3
877,good bad bad good bad product item,Basic,Books,3
878,good okay product item item delivery price,Basic,Clothing,4
879,okay bad bad delivery,Basic,Books,1
880,item bad price product product price item item okay,Basic,Home,2
881,bad item good okay,Basic,Electronics,2
882,product product okay product price delivery,Basic,Electronics,3
883,good item product item product,Basic,Food,1
884,product good price product price okay,Basic,Beauty,3
885,price price delivery good price delivery bad delivery delivery,Basic,Electronics,3
886,price okay okay bad price price good delivery,Basic,Electronics,1
887,okay okay product price bad,Basic,Beauty,2
888,item item delivery okay product good,Basic,Clothing,4
889,good okay bad item okay bad product good okay,Basic,Beauty,3
890,product item okay good okay item,Basic,Beauty,2
891,product product price item product,Basic,Books,4
892,okay item price item,Basic,Clothing,3
893,price product okay bad okay,Basic,Beauty,3
894,good good good good okay good product item,Basic,Food,1
895,okay product delivery good delivery item,Basic,Food,4
896,bad okay good price okay product item product product bad,Basic,Books,3
897,delivery bad good price bad product item good okay good,Basic,Food,1
898,item product price price product item product price okay,Basic,Electronics,2
899,price product delivery good good bad delivery product bad,Basic,Books,2
900,bad product product item,Basic,Food,2
901,price item good delivery bad okay good price delivery,Basic,Home,4
902,price item price product bad item delivery,Basic,Books,4
903,okay good delivery item,Basic,Electronics,1
904,delivery delivery product item okay item item,Basic,Beauty,4
905,delivery price price price bad good good product,Basic,Books,3
906,good price okay item item price okay product,Basic,Clothing,1
907,bad delivery item item,Basic,Food,2
908,bad price okay product delivery product good okay,Basic,Clothing,4
909,okay okay price product okay item price bad bad,Basic,Food,3
910,delivery product good bad product good okay price okay,Basic,Home,4
911,item price okay bad product,Basic,Home,4
912,delivery price good good item,Basic,Beauty,3
913,bad item item price delivery delivery delivery item,Basic,Clothing,2
914,delivery price product good good,Basic,Home,4
915,delivery price delivery price delivery product price,Basic,Beauty,4
916,delivery good good product,Basic,Beauty,5
917,bad okay delivery product delivery item price bad okay delivery,Basic,Home,5
918,delivery item okay delivery,Basic,Beauty,2
919,delivery item okay bad bad,Basic,Home,1
920,delivery okay product bad delivery okay bad delivery okay,Basic,Beauty,4
921,price price item product price item delivery,Basic,Beauty,5
922,delivery price good okay price bad good delivery product,Basic,Books,2
923,bad product price price delivery price price okay price,Basic,Books,1
924,item okay delivery price good bad item price product,Basic,Clothing,3
925,product price product product item okay delivery,Basic,Electronics,2
926,okay bad okay good okay delivery delivery good price,Basic,Electronics,3
927,bad item okay okay product good,Basic,Beauty,4
928,item bad delivery okay okay item delivery delivery bad item,Basic,Clothing,1
929,good product good okay,Basic,Electronics,3
930,good okay bad delivery product delivery price product delivery,Basic,Food,2
931,okay bad delivery delivery product,Basic,Food,4
932,okay delivery good item bad delivery item bad okay,Basic,Clothing,5
933,good good price item item okay item,Basic,Home,2
934,item delivery price product product price product price,Basic,Clothing,2
935,price delivery bad good product good product price good,Basic,Electronics,2
936,item good bad item price,Basic,Electronics,2
937,product okay good product,Basic,Home,1
938,item good okay okay,Basic,Books,4
939,item delivery good product good price,Basic,Food,1
940,bad delivery item good okay price,Basic,Books,1
941,item okay item okay okay delivery delivery,Basic,Books,5
942,delivery item item item item,Basic,Electronics,4
943,delivery good product product okay price okay good product item,Basic,Beauty,2
944,product price product product delivery product,Basic,Electronics,2
945,product product good price item delivery price item,Basic,Food,2
946,item price good price bad good delivery bad product price,Basic,Electronics,2
947,good item okay product item price okay,Basic,Electronics,1
948,okay price okay bad good,Basic,Beauty,4
949,item bad bad delivery,Basic,Clothing,2
950,okay okay bad product okay,Basic,Home,2
951,product okay good good,Basic,Books,5
952,bad price price good bad product,Basic,Books,3
953,item delivery okay good good,Basic,Home,4
954,item good good product price good item,Basic,Books,3
955,product bad item delivery okay okay good product,Basic,Home,1
956,delivery good item bad bad,Basic,Food,1
957,price item good delivery price product product,Basic,Clothing,1
958,good price item product delivery,Basic,Books,1
959,price delivery bad delivery bad bad item,Basic,Beauty,2
960,okay okay good good,Basic,Beauty,2
961,price price bad item delivery price price product,Basic,Electronics,4
962,product bad product okay bad price okay price good price,Basic,Home,4
963,item price product okay price product delivery item,Basic,Beauty,3
964,price product item price delivery item good price okay product,Basic,Beauty,5
965,bad delivery product good item price item,Basic,Food,2
966,delivery delivery product product bad,Basic,Home,2
967,product okay delivery bad item okay bad price product bad,Basic,Food,1
968,price product good bad item,Basic,Beauty,4
969,item product item product item,Basic,Clothing,2
970,product delivery good price,Basic,Home,5
971,bad item delivery bad product price product item bad item,Basic,Electronics,2
972,good okay product product delivery okay delivery,Basic,Home,2
973,bad product item okay delivery price bad,Basic,Books,5
974,price item okay okay okay price,Basic,Beauty,1
975,good delivery price okay good bad bad okay product good,Basic,Books,4
976,item good delivery price delivery bad item,Basic,Home,3
977,delivery delivery item bad good product,Basic,Books,4
978,delivery product product good good good okay,Basic,Home,2
979,product delivery good delivery good product item good good good,Basic,Electronics,3
980,okay good delivery bad product product good okay delivery price,Basic,Books,4
981,good product product good item product good good,Basic,Clothing,3
982,good delivery bad product product bad okay delivery item,Basic,Electronics,1
983,good good good product item,Basic,Electronics,3
984,delivery okay price delivery bad okay okay okay good,Basic,Beauty,3
985,product bad bad delivery item good okay price,Basic,Electronics,2
986,price delivery okay product product price product okay product,Basic,Food,2
987,product okay bad item delivery good,Basic,Beauty,1
988,price product product item bad,Basic,Electronics,2
989,delivery price okay delivery bad bad price,Basic,Beauty,1
990,good okay item good item product,Basic,Food,2
991,okay price bad bad bad bad bad delivery bad bad,Basic,Beauty,2
992,delivery price good product okay,Basic,Books,1
993,price okay bad item okay okay bad item delivery product,Basic,Clothing,3
994,price good bad price delivery bad okay,Basic,Electronics,5
995,okay item product price delivery product,Basic,Beauty,1
996,item delivery okay good delivery price delivery price price bad,Basic,Beauty,4
997,delivery delivery product bad,Basic,Electronics,1
998,delivery product item item item okay okay,Basic,Food,1
999,item price item product product delivery product bad price,Basic,Food,1
